a,b,c,d,e,f,g,h,i,j,k,l
7.543148323031215114e+03,7.192033490728093739e+02,2.637233850947254510e+01,2.828680621136705930e+00,1.754212919242197088e+01,1.078805023609214004e+03,3.797616745364046551e+02,1.178616925473627448e+08,1.005240509934469451e+01,2.109787080757803690e-01,9.428935403789019849e-04,4.994467701894509446e+02
7.511148323031215114e+03,7.134433490728092693e+02,2.607233850947253728e+01,2.816680621136705476e+00,2.002212919242195355e+01,1.070165023609213904e+03,3.754416745364045482e+02,1.173616925473627448e+08,9.971896779344692874e+00,2.085787080757803003e-01,9.388935403789018877e-04,4.954467701894508878e+02
7.479148323031215114e+03,7.076833490728095057e+02,2.577233850947255434e+01,2.804680621136705909e+00,2.250212919242193266e+01,1.061525023609214259e+03,3.711216745364047824e+02,1.168616925473627299e+08,9.891388459344696571e+00,2.061787080757804258e-01,9.348935403789018989e-04,4.914467701894510014e+02
7.447148323031215114e+03,7.019233490728094012e+02,2.547233850947254652e+01,2.792680621136705454e+00,2.498212919242191177e+01,1.052885023609214159e+03,3.668016745364046756e+02,1.163616925473627299e+08,9.810880139344694939e+00,2.037787080757803571e-01,9.308935403789019101e-04,4.874467701894510014e+02
7.415148323031214204e+03,6.961633490728094102e+02,2.517233850947254936e+01,2.780680621136705444e+00,2.253787080757801320e+01,1.044245023609214059e+03,3.624816745364047392e+02,1.158616925473627299e+08,9.730371819344695083e+00,2.013787080757803993e-01,9.268935403789018129e-04,4.834467701894509446e+02
7.383148323031214204e+03,6.904033490728093057e+02,2.487233850947254155e+01,2.768680621136705433e+00,2.005787080757803409e+01,1.035605023609213958e+03,3.581616745364045755e+02,1.153616925473627150e+08,9.649863499344693452e+00,1.989787080757803306e-01,9.228935403789018240e-04,4.794467701894509446e+02
7.351148323031216023e+03,6.846433490728095421e+02,2.457233850947254439e+01,2.756680621136705867e+00,1.757787080757805143e+01,1.026965023609214313e+03,3.538416745364046392e+02,1.148616925473627448e+08,9.569355179344697149e+00,1.965787080757803729e-01,9.188935403789020521e-04,4.754467701894510583e+02
7.319148323031216023e+03,6.788833490728094375e+02,2.427233850947254723e+01,2.744680621136705856e+00,1.509787080757806699e+01,1.018325023609214213e+03,3.495216745364047028e+02,1.143616925473627448e+08,9.488846859344695517e+00,1.941787080757803874e-01,9.148935403789019549e-04,4.714467701894510014e+02
7.287148323031216023e+03,6.731233490728093329e+02,2.397233850947255362e+01,2.732680621136705845e+00,1.738212919242200272e+01,1.009685023609214113e+03,3.452016745364047665e+02,1.138616925473627448e+08,9.408338539344693885e+00,1.917787080757804297e-01,9.108935403789019660e-04,4.674467701894509446e+02
7.255148323031215114e+03,6.673633490728093420e+02,2.367233850947254581e+01,2.720680621136705835e+00,1.986212919242198183e+01,1.001045023609214013e+03,3.408816745364046596e+02,1.133616925473627448e+08,9.327830219344694029e+00,1.893787080757803609e-01,9.068935403789019772e-04,4.634467701894509446e+02
7.223148323031215114e+03,6.616033490728093511e+02,2.337233850947254865e+01,2.708680621136705824e+00,2.234212919242187567e+01,9.924050236092139130e+02,3.365616745364046665e+02,1.128616925473627448e+08,9.247321899344694174e+00,1.869787080757803754e-01,9.028935403789018800e-04,4.594467701894508878e+02
7.191148323031215114e+03,6.558433490728092465e+02,2.307233850947255149e+01,2.696680621136705369e+00,2.482212919242194715e+01,9.837650236092138130e+02,3.322416745364047870e+02,1.123616925473627299e+08,9.166813579344692542e+00,1.845787080757804177e-01,8.988935403789018912e-04,4.554467701894508309e+02
7.159148323031214204e+03,6.500833490728091419e+02,2.277233850947254368e+01,2.684680621136705359e+00,2.269787080757807374e+01,9.751250236092137129e+02,3.279216745364046233e+02,1.118616925473627299e+08,9.086305259344690910e+00,1.821787080757803490e-01,8.948935403789017940e-04,4.514467701894508309e+02
7.127148323031214204e+03,6.443233490728091510e+02,2.247233850947255007e+01,2.672680621136705348e+00,2.021787080757800226e+01,9.664850236092137266e+02,3.236016745364046869e+02,1.113616925473627150e+08,9.005796939344691054e+00,1.797787080757803913e-01,8.908935403789018052e-04,4.474467701894507741e+02
7.166694081810692296e+03,6.450024673629623067e+02,2.239591900565841343e+01,2.687510280679009433e+00,1.791673520452673074e+01,9.675037010444434600e+02,3.225012336814811533e+02,1.119795950282920599e+08,9.015289070008147831e+00,1.791673520452672919e-01,8.958367602263365330e-04,4.479183801131682685e+02
7.134694081810692296e+03,6.392424673629623157e+02,2.209591900565841271e+01,2.675510280679009423e+00,1.775673520452673060e+01,8.335837010444433872e+02,3.181812336814811601e+02,1.114795950282920599e+08,8.934780750008146200e+00,1.767673520452673064e-01,8.918367602263365442e-04,4.439183801131682685e+02
7.102694081810692296e+03,6.334824673629623248e+02,2.179591900565841200e+01,2.663510280679009412e+00,1.759673520452673046e+01,9.203362989555565719e+02,3.138612336814811670e+02,1.109795950282920599e+08,8.854272430008146344e+00,1.743673520452673209e-01,8.878367602263365554e-04,4.399183801131682685e+02
7.070694081810692296e+03,6.277224673629623339e+02,2.149591900565841485e+01,2.651510280679009846e+00,1.743673520452673031e+01,1.054256298955556531e+03,3.095412336814811738e+02,1.104795950282920599e+08,8.773764110008146488e+00,1.719673520452673077e-01,8.838367602263365666e-04,4.359183801131682685e+02
7.038694081810692296e+03,6.219624673629623430e+02,2.119591900565841058e+01,2.639510280679009835e+00,1.727673520452673017e+01,1.188176298955556604e+03,3.052212336814811238e+02,1.099795950282920748e+08,8.693255790008146633e+00,1.695673520452672944e-01,8.798367602263365778e-04,4.319183801131682685e+02
7.006694081810692296e+03,6.162024673629623521e+02,2.089591900565841343e+01,2.627510280679009824e+00,1.711673520452673003e+01,1.322096298955556449e+03,3.009012336814811306e+02,1.094795950282920599e+08,8.612747470008146777e+00,1.671673520452673090e-01,8.758367602263365890e-04,4.279183801131682685e+02
6.974694081810692296e+03,6.104424673629622475e+02,2.059591900565841627e+01,2.615510280679009814e+00,1.695673520452672989e+01,1.243983701044443478e+03,2.965812336814811943e+02,1.089795950282920748e+08,8.532239150008145145e+00,1.647673520452673235e-01,8.718367602263366002e-04,4.239183801131682117e+02
6.942694081810692296e+03,6.046824673629623703e+02,2.029591900565841200e+01,2.603510280679009359e+00,1.679673520452672975e+01,1.110063701044443178e+03,2.922612336814811442e+02,1.084795950282920599e+08,8.451730830008147066e+00,1.623673520452672825e-01,8.678367602263365030e-04,4.199183801131682685e+02
6.910694081810692296e+03,5.989224673629622657e+02,1.999591900565841129e+01,2.591510280679009792e+00,1.663673520452672960e+01,9.761437010444433326e+02,2.879412336814811511e+02,1.079795950282920748e+08,8.371222510008145434e+00,1.599673520452672970e-01,8.638367602263366226e-04,4.159183801131682685e+02
6.878694081810692296e+03,5.931624673629623885e+02,1.969591900565841414e+01,2.579510280679009782e+00,1.647673520452673301e+01,8.422237010444434873e+02,2.836212336814811579e+02,1.074795950282920748e+08,8.290714190008147355e+00,1.575673520452673115e-01,8.598367602263366338e-04,4.119183801131682685e+02
6.846694081810692296e+03,5.874024673629622839e+02,1.939591900565841343e+01,2.567510280679009771e+00,1.631673520452672932e+01,9.116962989555564718e+02,2.793012336814811647e+02,1.069795950282920748e+08,8.210205870008145723e+00,1.551673520452673261e-01,8.558367602263365365e-04,4.079183801131682117e+02
6.814694081810692296e+03,5.816424673629622930e+02,1.909591900565840916e+01,2.555510280679009760e+00,1.615673520452673273e+01,1.045616298955556431e+03,2.749812336814811147e+02,1.064795950282920599e+08,8.129697550008145868e+00,1.527673520452672851e-01,8.518367602263365477e-04,4.039183801131682685e+02
6.782694081810691387e+03,5.758824673629623021e+02,1.879591900565839779e+01,2.543510280679009306e+00,1.599673520452673081e+01,1.179536298955556276e+03,2.706612336814809510e+02,1.059795950282920599e+08,8.049189230008146012e+00,1.503673520452671886e-01,8.478367602263364505e-04,3.999183801131682685e+02
6.750694081810692296e+03,5.701224673629623112e+02,1.900408099434158515e+01,2.531510280679009739e+00,1.583673520452673067e+01,1.313456298955556576e+03,2.736587663185188148e+02,1.054795950282920748e+08,7.968680910008147045e+00,1.520326479547326748e-01,8.438367602263365701e-04,3.959183801131682685e+02
6.718694081810692296e+03,5.643624673629623203e+02,1.930408099434158586e+01,2.519510280679009728e+00,1.567673520452673053e+01,1.252623701044443351e+03,2.779787663185188649e+02,1.049795950282920748e+08,7.888172590008146301e+00,1.544326479547326880e-01,8.398367602263365813e-04,3.919183801131682685e+02
6.686694081810692296e+03,5.586024673629623294e+02,1.960408099434158657e+01,2.507510280679009718e+00,1.551673520452673216e+01,1.118703701044443278e+03,2.822987663185188580e+02,1.044795950282920599e+08,7.807664270008147334e+00,1.568326479547327013e-01,8.358367602263365925e-04,3.879183801131683254e+02
6.654694081810692296e+03,5.528424673629622248e+02,1.990408099434158729e+01,2.495510280679009263e+00,1.535673520452673024e+01,9.847837010444432053e+02,2.866187663185188512e+02,1.039795950282920599e+08,7.727155950008145702e+00,1.592326479547326867e-01,8.318367602263364953e-04,3.839183801131682685e+02
6.622694081810693206e+03,5.470824673629623476e+02,2.020408099434158444e+01,2.483510280679009696e+00,1.519673520452673010e+01,8.508637010444435873e+02,2.909387663185188444e+02,1.034795950282920748e+08,7.646647630008146734e+00,1.616326479547326722e-01,8.278367602263366149e-04,3.799183801131682685e+02
6.590694081810692296e+03,5.413224673629619019e+02,2.050408099434158871e+01,2.471510280679009686e+00,1.503673520452671930e+01,9.030562989555565991e+02,2.952587663185188376e+02,1.029795950282920748e+08,7.566139310008140662e+00,1.640326479547326854e-01,8.238367602263366261e-04,3.759183801131679843e+02
6.558694081810692296e+03,5.444375326370376342e+02,2.080408099434158586e+01,2.459510280679009675e+00,1.512326479547326663e+01,1.036976298955556786e+03,2.995787663185188308e+02,1.024795950282920748e+08,7.609679009991851650e+00,1.664326479547326987e-01,8.198367602263365288e-04,3.780816198868316746e+02
6.526694081810691387e+03,5.501975326370377388e+02,2.110408099434158657e+01,2.447510280679009220e+00,1.528326479547327033e+01,1.170896298955556404e+03,3.038987663185188239e+02,1.019795950282920599e+08,7.690187329991853282e+00,1.688326479547326842e-01,8.158367602263364316e-04,3.820816198868317315e+02
6.494694081810691387e+03,5.559575326370377297e+02,2.140408099434158729e+01,2.435510280679009210e+00,1.544326479547326869e+01,1.304816298955556704e+03,3.082187663185188740e+02,1.014795950282920599e+08,7.770695649991853138e+00,1.712326479547326974e-01,8.118367602263364428e-04,3.860816198868317315e+02
6.462694081810692296e+03,5.617175326370377206e+02,2.170408099434158800e+01,2.423510280679009643e+00,1.560326479547326883e+01,1.261263701044443678e+03,3.125387663185188671e+02,1.009795950282920748e+08,7.851203969991852993e+00,1.736326479547327106e-01,8.078367602263365624e-04,3.900816198868317315e+02
6.430694081810692296e+03,5.674775326370377115e+02,2.200408099434158515e+01,2.411510280679009632e+00,1.576326479547326898e+01,1.127343701044443605e+03,3.168587663185188603e+02,1.004795950282920748e+08,7.931712289991852849e+00,1.760326479547326961e-01,8.038367602263365736e-04,3.940816198868317315e+02
6.398694081810692296e+03,5.732375326370377024e+02,2.230408099434158586e+01,2.399510280679009622e+00,1.592326479547326912e+01,9.934237010444438738e+02,3.211787663185187967e+02,9.997959502829205990e+07,8.012220609991853593e+00,1.784326479547326816e-01,7.998367602263364764e-04,3.980816198868317315e+02
6.366694081810693206e+03,5.789975326370376933e+02,2.260408099434158302e+01,2.387510280679010055e+00,1.608326479547326926e+01,8.595037010444436874e+02,3.254987663185187898e+02,9.947959502829207480e+07,8.092728929991853448e+00,1.808326479547326671e-01,7.958367602263365960e-04,4.020816198868317315e+02
6.334694081810692296e+03,5.847575326370376843e+02,2.290408099434158729e+01,2.375510280679009600e+00,1.624326479547326940e+01,8.944162989555564991e+02,3.298187663185188399e+02,9.897959502829207480e+07,8.173237249991853304e+00,1.832326479547327081e-01,7.918367602263366072e-04,4.060816198868317315e+02
6.302694081810692296e+03,5.905175326370376752e+02,2.320408099434158800e+01,2.363510280679009590e+00,1.640326479547326954e+01,1.028336298955556686e+03,3.341387663185188899e+02,9.847959502829205990e+07,8.253745569991853159e+00,1.856326479547327213e-01,7.878367602263365100e-04,4.100816198868317315e+02
6.270694081810692296e+03,5.962775326370376661e+02,2.350408099434158515e+01,2.351510280679009579e+00,1.656326479547326969e+01,1.162256298955556986e+03,3.384587663185188262e+02,9.797959502829205990e+07,8.334253889991853015e+00,1.880326479547326790e-01,7.838367602263365212e-04,4.140816198868317315e+02
6.238694081810691387e+03,6.020375326370377707e+02,2.380408099434158942e+01,2.339510280679009124e+00,1.672326479547326983e+01,1.296176298955556604e+03,3.427787663185188762e+02,9.747959502829204500e+07,8.414762209991852870e+00,1.904326479547326922e-01,7.798367602263364239e-04,4.180816198868317315e+02
6.206694081810693206e+03,6.077975326370376479e+02,2.410408099434158657e+01,2.327510280679010002e+00,1.688326479547326997e+01,1.269903701044443096e+03,3.470987663185188694e+02,9.697959502829207480e+07,8.495270529991852726e+00,1.928326479547326777e-01,7.758367602263366520e-04,4.220816198868317315e+02
6.174694081810692296e+03,6.135575326370377525e+02,2.440408099434158373e+01,2.315510280679009547e+00,1.704326479547327011e+01,1.135983701044443478e+03,3.514187663185188057e+02,9.647959502829205990e+07,8.575778849991854358e+00,1.952326479547326910e-01,7.718367602263365547e-04,4.260816198868317315e+02
6.142694081810692296e+03,6.193175326370376297e+02,2.470408099434158800e+01,2.303510280679009536e+00,1.720326479547326670e+01,1.002063701044443405e+03,3.557387663185188558e+02,9.597959502829205990e+07,8.656287169991852437e+00,1.976326479547327042e-01,7.678367602263364575e-04,4.300816198868317315e+02
6.110694081810691387e+03,6.250775326370377343e+02,2.500408099434158515e+01,2.291510280679009082e+00,1.736326479547327040e+01,8.681437010444437874e+02,3.600587663185188489e+02,9.547959502829205990e+07,8.736795489991854069e+00,2.000326479547326897e-01,7.638367602263364687e-04,4.340816198868317315e+02
6.078694081810692296e+03,6.308375326370376115e+02,2.530408099434158586e+01,2.279510280679009515e+00,1.752326479547326699e+01,8.857762989555563991e+02,3.643787663185188421e+02,9.497959502829205990e+07,8.817303809991852148e+00,2.024326479547327029e-01,7.598367602263365883e-04,4.380816198868316746e+02
6.046694081810692296e+03,6.365975326370377161e+02,2.560408099434158657e+01,2.267510280679009504e+00,1.768326479547327068e+01,1.019696298955556585e+03,3.686987663185188921e+02,9.447959502829207480e+07,8.897812129991853780e+00,2.048326479547327161e-01,7.558367602263365995e-04,4.420816198868317315e+02
6.014694081810687749e+03,6.423575326370375933e+02,2.590408099434158373e+01,2.255510280679007717e+00,1.784326479547326727e+01,1.153616298955556204e+03,3.730187663185188285e+02,9.397959502829200029e+07,8.978320449991851859e+00,2.072326479547326739e-01,7.518367602263359602e-04,4.460816198868317315e+02
6.017305918189307704e+03,6.481175326370376979e+02,2.620408099434158800e+01,2.256489719320990073e+00,1.800326479547327096e+01,1.287536298955556504e+03,3.773387663185188217e+02,9.402040497170792520e+07,9.058828769991853491e+00,2.096326479547326871e-01,7.521632397736634093e-04,4.500816198868317315e+02
6.049305918189306794e+03,6.538775326370376888e+02,2.650408099434158871e+01,2.268489719320990083e+00,1.816326479547326755e+01,1.278543701044443424e+03,3.816587663185188717e+02,9.452040497170792520e+07,9.139337089991853347e+00,2.120326479547327003e-01,7.561632397736633981e-04,4.540816198868317315e+02
